EntrezID,Gene,3250_overlap,protein_rank_3250,Core GESP Score ,Final GESP Score ,number of EXPERIMENT,Median
132884,EVC2,NA,NA,6,8.5,NA,NA
3938,LCT,NA,NA,6,8.5,NA,77202449.5
64174,DPEP2,NA,NA,6,8.5,NA,NA
11136,SLC7A9,NA,NA,6,8.5,NA,NA
84063,KIRREL2,NA,NA,6,8.5,NA,NA
338773,TMEM119,P,3096,6,8.5,14,42412696.5
51761,ATP8A2,NA,NA,6,8.5,NA,NA
203328,SUSD3,NA,NA,6,8.5,12,NA
8082,SSPN,NA,NA,6,8.5,NA,NA
22853,LMTK2,NA,NA,6,8.5,NA,3250370.75
10871,CD300C,NA,NA,6,8.5,NA,NA
6398,SECTM1,NA,NA,6,8.5,14,NA
23507,LRRC8B,NA,NA,6,8.5,NA,NA
89822,KCNK17,NA,NA,6,8.5,NA,NA
50856,CLEC4A,NA,NA,6,8.5,NA,NA
151295,SLC23A3,NA,NA,6,8.5,NA,NA
124446,TMEM219,NA,NA,6,8.5,NA,NA
54682,MANSC1,NA,NA,6,8.5,NA,NA
79937,CNTNAP3,NA,NA,6,8.5,NA,NA
116068,LYSMD3,NA,NA,6,8.5,NA,NA
80131,LRRC8E,NA,NA,6,8.5,17,436520.625
56146,PCDHA2,NA,NA,6,8.5,NA,NA
4082,MARCKS,P,2213,6,8,25,159809779.8
5731,PTGER1,NA,NA,6,8,NA,NA
2534,FYN,NA,NA,6,8,26,126374256
4158,MC2R,NA,NA,6,8,NA,NA
84059,ADGRV1,NA,NA,6,8,NA,NA
10718,NRG3,NA,NA,6,8,NA,NA
2358,FPR2,NA,NA,6,8,NA,NA
7439,BEST1,NA,NA,6,8,NA,NA
7976,FZD3,NA,NA,6,8,NA,NA
554,AVPR2,NA,NA,6,8,NA,NA
2861,GPR37,NA,NA,6,8,NA,NA
53836,GPR87,NA,NA,6,8,NA,NA
85455,DISP2,NA,NA,6,8,3,NA
5746,PTH2R,NA,NA,6,8,NA,NA
3805,KIR2DL4,NA,NA,6,8,NA,NA
115330,GPR146,NA,NA,6,8,NA,NA
151,ADRA2B,NA,NA,6,8,NA,NA
287,ANK2,NA,NA,6,8,NA,NA
54843,SYTL2,NA,NA,6,8,NA,6669302.676
9170,LPAR2,NA,NA,6,8,8,NA
3590,IL11RA,NA,NA,6,8,NA,NA
442213,PTCHD4,NA,NA,6,8,NA,NA
387509,GPR153,NA,NA,6,8,NA,NA
9267,CYTH1,NA,NA,6,8,4,NA
6344,SCTR,NA,NA,6,8,NA,NA
2842,GPR19,NA,NA,6,8,NA,NA
2834,PRLHR,NA,NA,6,8,NA,NA
23432,GPR161,NA,NA,6,8,NA,NA
50840,TAS2R14,NA,NA,6,8,NA,NA
353345,GPR141,NA,NA,6,8,NA,NA
64398,MPP5,P,1566,6,8,25,6344733.328
57191,VN1R1,NA,NA,6,8,NA,NA
611,OPN1SW,NA,NA,6,8,NA,NA
54112,GPR88,NA,NA,6,8,NA,NA
10888,GPR83,NA,NA,6,8,NA,NA
23596,OPN3,NA,NA,6,8,NA,NA
10936,GPR75,NA,NA,6,8,NA,NA
221188,ADGRG5,NA,NA,6,8,NA,NA
196463,PLBD2,P,1485,6,8,12,16221240.5
23620,NTSR2,NA,NA,6,8,NA,NA
389434,IYD,NA,NA,6,8,NA,NA
222487,ADGRG3,NA,NA,6,8,NA,NA
2359,FPR3,NA,NA,6,8,NA,NA
93129,ORAI3,NA,NA,6,8,NA,NA
27198,HCAR1,NA,NA,6,8,3,NA
259292,TAS2R46,NA,NA,6,8,NA,NA
54434,SSH1,NA,NA,6,8,NA,409977069
4988,OPRM1,NA,NA,6,8,NA,NA
84873,ADGRG7,NA,NA,6,8,NA,NA
89766,UMODL1,NA,NA,6,8,NA,NA
6840,SVIL,P,1825,6,8,9,40015075.34
343406,OR10R2,NA,NA,6,8,NA,NA
8502,PKP4,P,2359,6,8,22,17698649.5
283659,PRTG,NA,NA,6,8,NA,NA
50832,TAS2R4,NA,NA,6,8,NA,NA
401427,OR2A7,NA,NA,6,8,NA,NA
4161,MC5R,NA,NA,6,8,NA,NA
94233,OPN4,NA,NA,6,8,NA,NA
116512,MRGPRD,NA,NA,6,8,NA,NA
26333,OR7A17,NA,NA,6,8,NA,NA
11318,GPR182,NA,NA,6,8,NA,NA
391107,OR10K2,NA,NA,6,8,NA,NA
10692,RRH,NA,NA,6,8,NA,NA
127623,OR2B11,NA,NA,6,8,NA,NA
391109,OR10K1,NA,NA,6,8,NA,NA
2854,GPR32,NA,NA,6,8,NA,NA
338662,OR8D4,NA,NA,6,8,NA,NA
2835,GPR12,NA,NA,6,8,NA,NA
391192,OR2L3,NA,NA,6,8,NA,NA
9287,TAAR2,NA,NA,6,8,NA,NA
284521,OR2L13,NA,NA,6,8,NA,NA
1395,CRHR2,NA,NA,6,8,NA,NA
2865,FFAR3,NA,NA,6,8,NA,NA
390429,OR4N2,NA,NA,6,8,NA,NA
5540,NPY4R,NA,NA,6,8,NA,NA
27201,GPR78,NA,NA,6,8,NA,NA
390436,OR4K17,NA,NA,6,8,NA,NA
139378,ADGRG4,NA,NA,6,8,NA,NA
117194,MRGPRX2,NA,NA,6,8,NA,NA
2849,GPR26,NA,NA,6,8,NA,NA
81061,OR11H1,NA,NA,6,8,NA,NA
26716,OR2H1,NA,NA,6,8,NA,NA
26248,OR2K2,NA,NA,6,8,11,NA
79544,OR4K1,NA,NA,6,8,NA,NA
319100,TAAR6,NA,NA,6,8,NA,NA
390212,GPR152,NA,NA,6,8,NA,NA
128360,OR10T2,NA,NA,6,8,NA,NA
116534,MRGPRE,NA,NA,6,8,NA,NA
391195,OR2T33,NA,NA,6,8,NA,NA
128372,OR6N1,NA,NA,6,8,NA,NA
392309,OR13J1,NA,NA,6,8,NA,NA
26682,OR4F4,NA,NA,6,8,NA,NA
26692,OR2W1,NA,NA,6,8,NA,NA
4994,OR3A1,NA,NA,6,8,NA,NA
26188,OR1C1,NA,NA,6,8,NA,NA
127069,OR2T10,NA,NA,6,8,NA,NA
26245,OR2M4,NA,NA,6,8,NA,NA
347088,ADGRD2,NA,NA,6,8,NA,NA
390437,OR4N5,NA,NA,6,8,NA,NA
125963,OR1M1,NA,NA,6,8,NA,NA
282770,OR10AG1,NA,NA,6,8,NA,NA
283159,OR8D1,NA,NA,6,8,NA,17989922.38
125958,OR7D4,NA,NA,6,8,NA,NA
441933,OR13G1,NA,NA,6,8,NA,NA
121275,OR10AD1,NA,NA,6,8,NA,NA
26476,OR10J1,NA,NA,6,8,NA,NA
138799,OR13C5,NA,NA,6,8,NA,NA
50833,TAS2R16,NA,NA,6,8,NA,NA
254879,OR2T6,NA,NA,6,8,8,NA
26246,OR2L2,NA,NA,6,8,NA,NA
219960,OR10Q1,NA,NA,6,8,NA,NA
317703,VN1R4,NA,NA,6,8,NA,NA
122748,OR11H6,NA,NA,6,8,NA,NA
9038,TAAR5,NA,NA,6,8,NA,NA
441911,OR10J3,NA,NA,6,8,NA,NA
127066,OR14C36,NA,NA,6,8,NA,NA
5956,OPN1LW,NA,NA,6,8,NA,NA
128368,OR10Z1,NA,NA,6,8,NA,NA
79295,OR5H6,NA,NA,6,8,NA,NA
125962,OR7G1,NA,NA,6,8,NA,NA
79310,OR5H2,NA,NA,6,8,NA,NA
2830,GPR6,NA,NA,6,8,NA,NA
127608,OR2AJ1,NA,NA,6,8,NA,NA
81099,OR4F17,NA,NA,6,8,NA,NA
390431,OR4K2,NA,NA,6,8,NA,NA
81341,OR10W1,NA,NA,6,8,NA,NA
283297,OR10A4,NA,NA,6,8,NA,NA
122740,OR4K14,NA,NA,6,8,NA,NA
390439,OR11G2,NA,NA,6,8,NA,NA
403273,OR5H14,NA,NA,6,8,NA,NA
440153,OR11H12,NA,NA,6,8,NA,NA
127068,OR2T34,NA,NA,6,8,NA,NA
390264,OR10G4,NA,NA,6,8,NA,NA
390538,OR4M2,NA,NA,6,8,NA,NA
81127,OR4K15,NA,NA,6,8,NA,NA
134083,OR2Y1,NA,NA,6,8,NA,NA
120776,OR2D2,NA,NA,6,8,NA,NA
343173,OR2T3,NA,NA,6,8,NA,NA
26689,OR4D1,NA,NA,6,8,NA,NA
122742,OR4L1,NA,NA,6,8,NA,NA
390445,OR5AU1,NA,NA,6,8,NA,NA
390168,OR5M1,NA,NA,6,8,NA,NA
135948,OR2F2,NA,NA,6,8,NA,245455710.5
388761,OR14A2,NA,NA,6,8,NA,NA
390148,OR5W2,NA,NA,6,8,NA,NA
441308,OR4F21,NA,NA,6,8,NA,NA
26497,OR10D3,NA,NA,6,8,NA,NA
256148,OR4S1,NA,NA,6,8,NA,NA
26189,OR1A2,NA,NA,6,8,NA,NA
219858,OR8B12,NA,NA,6,8,NA,NA
8383,OR1A1,NA,NA,6,8,NA,NA
81327,OR4A16,NA,NA,6,8,8,NA
79317,OR4K5,NA,NA,6,8,NA,NA
283093,OR4C12,NA,NA,6,8,NA,NA
81050,OR5AC2,NA,NA,6,8,1,1220591478
392392,OR1K1,NA,NA,6,8,NA,NA
403278,OR5K4,NA,NA,6,8,NA,NA
390190,OR5B2,NA,NA,6,8,NA,NA
392376,OR13C2,NA,NA,6,8,NA,NA
81300,OR4P4,NA,NA,6,8,NA,NA
26494,OR8G1,NA,NA,6,8,NA,NA
390433,OR4K13,NA,NA,6,8,NA,NA
135941,OR2A14,NA,NA,6,8,NA,NA
286362,OR13C9,NA,NA,6,8,NA,NA
119765,OR4B1,NA,NA,6,8,NA,NA
441639,OR9K2,NA,NA,6,8,NA,NA
81318,OR4A5,NA,NA,6,8,NA,NA
219983,OR4D6,NA,NA,6,8,NA,NA
79501,OR4F5,NA,NA,6,8,NA,NA
219981,OR5A2,NA,NA,6,8,NA,NA
393046,OR2A5,NA,NA,6,8,NA,NA
390648,OR4F6,NA,NA,6,8,NA,NA
392138,OR2A25,NA,NA,6,8,NA,NA
442361,OR2A2,NA,NA,6,8,NA,NA
346525,OR2A12,NA,NA,6,8,NA,NA
219952,OR6Q1,NA,NA,6,8,NA,NA
144125,OR2AG1,NA,NA,6,8,NA,NA
283162,OR8B4,NA,NA,6,8,NA,NA
356,FASLG,NA,NA,6,7.5,1,NA
5618,PRLR,NA,NA,6,7.5,NA,NA
9365,KL,NA,NA,6,7.5,NA,NA
3037,HAS2,NA,NA,6,7.5,13,NA
25825,BACE2,NA,NA,6,7.5,9,NA
54210,TREM1,NA,NA,6,7.5,NA,NA
23209,MLC1,NA,NA,6,7.5,NA,NA
54567,DLL4,NA,NA,6,7.5,NA,NA
6571,SLC18A2,NA,NA,6,7.5,8,NA
8645,KCNK5,NA,NA,6,7.5,NA,NA
10242,KCNMB2,NA,NA,6,7.5,NA,NA
29851,ICOS,NA,NA,6,7.5,NA,NA
6519,SLC3A1,NA,NA,6,7.5,NA,1774748.453
776,CACNA1D,NA,NA,6,7.5,3,NA
10071,MUC12,NA,NA,6,7.5,NA,33865913.81
5104,SERPINA5,NA,NA,6,7.5,NA,18311543.75
7379,UPK2,NA,NA,6,7.5,NA,NA
3766,KCNJ10,NA,NA,6,7.5,NA,NA
5251,PHEX,NA,NA,6,7.5,NA,NA
340273,ABCB5,NA,NA,6,7.5,NA,NA
3779,KCNMB1,NA,NA,6,7.5,NA,NA
540,ATP7B,NA,NA,6,7.5,2,NA
164312,LRRN4,NA,NA,6,7.5,5,NA
148808,MFSD4,NA,NA,6,7.5,NA,NA
84957,RELT,NA,NA,6,7.5,8,2212088.992
11122,PTPRT,NA,NA,6,7.5,NA,NA
11045,UPK1A,NA,NA,6,7.5,NA,NA
80329,ULBP1,NA,NA,6,7.5,11,NA
57030,SLC17A7,NA,NA,6,7.5,NA,NA
4058,LTK,NA,NA,6,7.5,NA,NA
51206,GP6,NA,NA,6,7.5,NA,NA
5794,PTPRH,NA,NA,6,7.5,14,NA
9056,SLC7A7,NA,NA,6,7.5,4,NA
64581,CLEC7A,NA,NA,6,7.5,NA,NA
55244,SLC47A1,NA,NA,6,7.5,NA,NA
160728,SLC5A8,NA,NA,6,7.5,NA,NA
84623,KIRREL3,NA,NA,6,7.5,NA,NA
143662,MUC15,NA,NA,6,7.5,NA,NA
23017,FAIM2,NA,NA,6,7.5,NA,NA
24,ABCA4,NA,NA,6,7.5,NA,NA
55800,SCN3B,NA,NA,6,7.5,NA,NA
7102,TSPAN7,NA,NA,6,7.5,12,NA
5002,SLC22A18,NA,NA,6,7.5,10,NA
5800,PTPRO,NA,NA,6,7.5,NA,NA
57549,IGSF9,NA,NA,6,7.5,NA,NA
3111,HLA-DOA,NA,NA,6,7.5,NA,NA
90019,SYT8,NA,NA,6,7.5,NA,NA
114788,CSMD3,NA,NA,6,7.5,NA,NA
114784,CSMD2,NA,NA,6,7.5,NA,NA
360200,TMPRSS9,NA,NA,6,7.5,NA,NA
4308,TRPM1,NA,NA,6,7.5,NA,NA
57393,TMEM27,NA,NA,6,7.5,2,14174200.22
284111,SLC13A5,NA,NA,6,7.5,NA,NA
54933,RHBDL2,NA,NA,6,7.5,NA,NA
3645,INSRR,NA,NA,6,7.5,1,NA
57476,GRAMD1B,NA,NA,6,7.5,NA,NA
28983,TMPRSS11E,NA,NA,6,7.5,NA,NA
92211,CDHR1,NA,NA,6,7.5,NA,NA
10332,CLEC4M,NA,NA,6,7.5,NA,NA
3749,KCNC4,NA,NA,6,7.5,NA,NA
81832,NETO1,NA,NA,6,7.5,NA,NA
340205,TREML1,NA,NA,6,7.5,NA,42444541
9127,P2RX6,NA,NA,6,7.5,NA,NA
2046,EPHA8,NA,NA,6,7.5,18,NA
8911,CACNA1I,NA,NA,6,7.5,NA,NA
51430,SUCO,NA,NA,6,7.5,NA,NA
196883,ADCY4,NA,NA,6,7.5,10,NA
6539,SLC6A12,NA,NA,6,7.5,NA,NA
433,ASGR2,NA,NA,6,7.5,NA,43829665.3
125206,SLC5A10,NA,NA,6,7.5,NA,NA
3790,KCNS3,NA,NA,6,7.5,NA,NA
54716,SLC6A20,NA,NA,6,7.5,NA,NA
79570,NKAIN1,NA,NA,6,7.5,NA,NA
85315,PAQR8,NA,NA,6,7.5,NA,NA
80740,LY6G6C,NA,NA,6,7.5,NA,NA
146802,SLC47A2,NA,NA,6,7.5,NA,NA
400746,NCMAP,NA,NA,6,7.5,NA,NA
10913,EDAR,NA,NA,6,7.5,2,NA
84465,MEGF11,NA,NA,6,7.5,NA,NA
10990,LILRB5,NA,NA,6,7.5,NA,NA
59284,CACNG7,NA,NA,6,7.5,NA,NA
135250,RAET1E,NA,NA,6,7.5,NA,NA
29990,PILRB,NA,NA,6,7.5,NA,NA
219623,TMEM26,NA,NA,6,7.5,NA,NA
145957,NRG4,NA,NA,6,7.5,NA,NA
347731,LRRTM3,NA,NA,6,7.5,NA,NA
375519,GJB7,NA,NA,6,7.5,NA,NA
54857,GDPD2,NA,NA,6,7.5,NA,NA
159963,SLC5A12,NA,NA,6,7.5,NA,NA
26045,LRRTM2,NA,NA,6,7.5,NA,NA
420,ART4,NA,NA,6,7.5,NA,NA
121665,SPPL3,NA,NA,6,7.5,NA,NA
79853,TM4SF20,NA,NA,6,7.5,11,NA
64405,CDH22,NA,NA,6,7.5,NA,NA
6527,SLC5A4,NA,NA,6,7.5,NA,NA
7369,UMOD,NA,NA,6,7.5,NA,NA
200010,SLC5A9,NA,NA,6,7.5,NA,NA
779,CACNA1S,NA,NA,6,7.5,NA,NA
124599,CD300LB,NA,NA,6,7.5,NA,NA
347051,SLC10A5,NA,NA,6,7.5,NA,NA
80059,LRRTM4,NA,NA,6,7.5,NA,NA
3750,KCND1,NA,NA,6,7.5,NA,NA
9153,SLC28A2,NA,NA,6,7.5,NA,NA
146894,CD300LG,NA,NA,6,7.5,NA,NA
55640,FLVCR2,NA,NA,6,7.5,2,NA
283537,SLC46A3,NA,NA,6,7.5,NA,NA
10050,SLC17A4,NA,NA,6,7.5,NA,NA
84818,IL17RC,NA,NA,6,7.5,NA,NA
79652,TMEM204,NA,NA,6,7.5,NA,NA
83417,FCRL4,NA,NA,6,7.5,NA,NA
9120,SLC16A6,NA,NA,6,7.5,10,NA
10350,ABCA9,NA,NA,6,7.5,NA,NA
3824,KLRD1,NA,NA,6,7.5,NA,NA
130399,ACVR1C,NA,NA,6,7.5,NA,NA
27094,KCNMB3,NA,NA,6,7.5,NA,NA
79414,LRFN3,NA,NA,6,7.5,NA,NA
6557,SLC12A1,NA,NA,6,7.5,11,18467260.09
786,CACNG1,NA,NA,6,7.5,NA,NA
8170,SLC14A2,NA,NA,6,7.5,NA,NA
6524,SLC5A2,NA,NA,6,7.5,NA,NA
387837,CLEC12B,NA,NA,6,7.5,NA,NA
6534,SLC6A7,NA,NA,6,7.5,NA,NA
7399,USH2A,NA,NA,6,7.5,NA,NA
284098,PIGW,NA,NA,6,7.5,NA,NA
22917,ZP1,NA,NA,6,7.5,NA,NA
3744,KCNA10,NA,NA,6,7.5,NA,NA
3743,KCNA7,NA,NA,6,7.5,NA,NA
778,CACNA1F,NA,NA,6,7.5,NA,NA
9436,NCR2,NA,NA,6,7.5,NA,NA
26251,KCNG2,NA,NA,6,7.5,NA,NA
7783,ZP2,NA,NA,6,7.5,NA,NA
342372,PKD1L3,NA,NA,6,7.5,NA,NA
29850,TRPM5,NA,NA,6,7.5,NA,NA
2994,GYPB,NA,NA,6,7.5,NA,NA
51802,ASIC5,NA,NA,6,7.5,NA,NA
3681,ITGAD,NA,NA,6,7.5,NA,NA
56141,PCDHA7,NA,NA,6,7.5,NA,NA
100129669,IZUMO3,NA,NA,6,7.5,NA,NA
100132463,CLDN24,NA,NA,6,7.5,NA,NA
56140,PCDHA8,NA,NA,6,7.5,NA,NA
388364,TMIGD1,NA,NA,6,7.5,NA,NA
56143,PCDHA5,NA,NA,6,7.5,NA,NA
56624,ASAH2,NA,NA,6,7.5,NA,NA
83999,KREMEN1,NA,NA,6,7.5,NA,NA
142680,SLC34A3,NA,NA,6,7.5,1,NA
9390,SLC22A13,NA,NA,6,7.5,12,NA
57053,CHRNA10,NA,NA,6,7.5,NA,NA
153201,SLC36A2,NA,NA,6,7.5,NA,NA
132724,TMPRSS11B,NA,NA,6,7.5,NA,NA
9752,PCDHA9,NA,NA,6,7.5,NA,NA
441864,TARM1,NA,NA,6,7.5,NA,NA
341276,OR10A2,NA,NA,6,7.5,NA,NA
348932,SLC6A18,NA,NA,6,7.5,NA,NA
54798,DCHS2,NA,NA,6,7.5,NA,NA
344805,TMPRSS7,NA,NA,6,7.5,12,NA
23439,ATP1B4,NA,NA,6,7.5,NA,NA
6677,SPAM1,NA,NA,6,7.5,NA,NA
124538,OR4D2,NA,NA,6,7.5,NA,NA
81328,OR4A15,NA,NA,6,7.5,NA,NA
56136,PCDHA13,NA,NA,6,7.5,NA,NA
2596,GAP43,NA,NA,6,7,13,45951422.28
1511,CTSG,P,3024,6,7,15,121618476.1
4771,NF2,P,1570,6,7,15,18376421.66
2255,FGF10,NA,NA,6,7,NA,NA
57381,RHOJ,NA,NA,6,7,6,579904428.5
56654,NPDC1,NA,NA,6,7,13,10842504.5
23627,PRND,NA,NA,6,7,NA,NA
56882,CDC42SE1,NA,NA,6,7,12,15229563.59
26,AOC1,NA,NA,6,7,1,NA
51715,RAB23,P,2275,6,7,22,33364306.06
10331,B3GNT3,NA,NA,6,7,12,3237004.905
9311,ASIC3,NA,NA,6,7,NA,NA
84668,FAM126A,P,595,6,7,13,27695931.69
83872,HMCN1,NA,NA,6,7,11,17034076.72
11126,CD160,NA,NA,6,7,NA,NA
119,ADD2,P,3030,6,7,3,14521940.5
1087,CEACAM7,NA,NA,6,7,11,353026032.9
284348,LYPD5,NA,NA,6,7,NA,NA
120,ADD3,P,2814,6,7,17,22414114.33
11027,LILRA2,NA,NA,6,7,NA,NA
11215,AKAP11,NA,NA,6,7,NA,29054543.08
8631,SKAP1,NA,NA,6,7,NA,NA
9103,FCGR2C,NA,NA,6,7,NA,NA
57126,CD177,NA,NA,6,6.5,NA,NA
1943,EFNA2,NA,NA,6,6.5,NA,NA
152330,CNTN4,NA,NA,6,6.5,NA,62570397
342035,GLDN,NA,NA,6,6.5,NA,NA
27255,CNTN6,NA,NA,6,6.5,NA,NA
442197,OR2I1P,NA,NA,6,6.5,NA,NA
401973,OR10J6P,NA,NA,6,6.5,NA,NA
349633,PLET1,NA,NA,6,6.5,NA,NA
390894,AC005255.6,NA,NA,6,6.5,NA,NA
219493,OR5AR1,NA,NA,6,6.5,NA,NA
392133,OR10AC1,NA,NA,6,6.5,NA,NA
9288,TAAR3,NA,NA,6,6.5,NA,NA
81228,OR5AK3P,NA,NA,6,6.5,NA,NA
390266,OR10D4P,NA,NA,6,6.5,NA,NA
8389,OR1E3,NA,NA,6,6.5,NA,NA
127617,OR14L1P,NA,NA,6,6.5,NA,NA
442185,OR2J1,NA,NA,6,6.5,NA,NA
442179,OR1F12,NA,NA,6,6.5,NA,NA
26687,OR4E1,NA,NA,6,6.5,NA,NA
283160,OR8D2,NA,NA,6,6.5,NA,NA
119695,OR52R1,NA,NA,6,6.5,NA,NA
127077,OR2T11,NA,NA,6,6.5,NA,NA
219437,OR5L1,NA,NA,6,6.5,NA,NA
256892,OR51F1,NA,NA,6,6.5,NA,NA
390073,OR56B2P,NA,NA,6,6.5,NA,NA
390432,OR4Q2,NA,NA,6,6.5,NA,NA
81193,OR5G3,NA,NA,6,6.5,NA,NA
390134,OR4A4P,NA,NA,6,6.5,NA,NA
2855,GPR32P1,NA,NA,6,6.5,NA,NA
79482,OR5AL1,NA,NA,6,6.5,NA,NA
79296,OR52E1,NA,NA,6,6.5,NA,NA
4137,MAPT,NA,NA,6,6,2,NA
10123,ARL4C,NA,NA,6,6,14,9121376.392
312,ANXA13,NA,NA,6,6,20,234161014.5
139285,AMER1,NA,NA,6,6,NA,NA
4820,NKTR,NA,NA,6,6,NA,NA
222663,SCUBE3,NA,NA,6,6,NA,39722080.75
1179,CLCA1,NA,NA,6,6,NA,142794499.8
10617,STAMBP,P,1623,6,6,22,28389445
6967,TRGC2,NA,NA,6,6,NA,NA
111188141,CTC-360G5.9,NA,NA,6,6,NA,NA
100507321,CTD-2270P14.1,NA,NA,6,6,NA,NA
28395,IGHV4-34,NA,NA,6,6,NA,80364887
26184,OR1F2P,NA,NA,6,6,NA,NA
57488,ESYT2,NA,NA,5,14.5,14,NA
253832,ZDHHC20,NA,NA,5,13,21,NA
91663,MYADM,NA,NA,5,12.5,24,NA
5878,RAB5C,P,1137,5,12.5,37,267182462.2
2040,STOM,P,2448,5,12.5,29,152731456
83692,CD99L2,NA,NA,5,12.5,10,NA
1915,EEF1A1,P,1778,5,12,43,3778801433
389,RHOC,NA,NA,5,12,36,NA
8826,IQGAP1,P,2226,5,12,47,197410456.8
7430,EZR,P,2854,5,11.5,44,605693606
10972,TMED10,P,773,5,11.5,30,87305523.81
57130,ATP13A1,P,540,5,11.5,17,17808456.33
9375,TM9SF2,P,291,5,11.5,28,54769989.17
7094,TLN1,P,2362,5,11,45,328931448.3
3921,RPSA,NA,NA,5,11,33,NA
4478,MSN,P,2603,5,11,47,528370711
1495,CTNNA1,P,2292,5,11,35,123807794.2
10938,EHD1,P,2987,5,11,30,186030616.1
23499,MACF1,NA,NA,5,11,22,NA
8766,RAB11A,NA,NA,5,11,30,314580440.8
817,CAMK2D,P,2710,5,11,30,58314293.33
408050,NOMO3,NA,NA,5,11,14,NA
8797,TNFRSF10A,NA,NA,5,10.5,27,NA
5578,PRKCA,P,2789,5,10.5,18,36423863.71
3708,ITPR1,NA,NA,5,10.5,18,NA
6692,SPINT1,NA,NA,5,10.5,7,17043101.05
81037,CLPTM1L,P,921,5,10.5,10,13151873.25
55240,STEAP3,P,2435,5,10.5,24,35503759.75
286410,ATP11C,NA,NA,5,10.5,13,NA
79572,ATP13A3,NA,NA,5,10.5,13,NA
222068,TMED4,P,1731,5,10.5,21,52192648.29
3728,JUP,P,772,5,10,40,118503533
387,RHOA,P,1945,5,10,36,546730830.7
6277,S100A6,P,2641,5,10,27,850183209.3
708,C1QBP,P,2886,5,10,21,57681421.25
3848,KRT1,P,3214,5,10,52,325367861.3
2037,EPB41L2,P,2647,5,10,40,113746627.5
10409,BASP1,P,963,5,10,22,142352752.8
9369,NRXN3,NA,NA,5,10,NA,NA
3783,KCNN4,NA,NA,5,9.5,12,15331102.33
1535,CYBA,P,1371,5,9.5,4,33611918.75
51094,ADIPOR1,NA,NA,5,9.5,11,NA
8189,SYMPK,P,110,5,9.5,9,25642554.97
10396,ATP8A1,NA,NA,5,9.5,NA,20397561.4
11010,GLIPR1,NA,NA,5,9.5,19,8918792.875
10423,CDIPT,NA,NA,5,9.5,19,NA
3775,KCNK1,NA,NA,5,9.5,NA,NA
23167,EFR3A,P,1579,5,9.5,25,8487063.557
285195,SLC9A9,NA,NA,5,9.5,NA,NA
10955,SERINC3,NA,NA,5,9.5,10,27918384.13
81622,UNC93B1,NA,NA,5,9.5,12,NA
25844,YIPF3,NA,NA,5,9.5,9,NA
54928,IMPAD1,P,479,5,9.5,20,40890176.55
55144,LRRC8D,NA,NA,5,9.5,14,NA
30846,EHD2,P,2820,5,9,27,132410382.1
5297,PI4KA,P,1929,5,9,27,18110416.27
23136,EPB41L3,P,2862,5,9,19,105698189.9
3108,HLA-DMA,NA,NA,5,9,NA,NA
284119,PTRF,P,2933,5,9,7,42859808.13
5865,RAB3B,NA,NA,5,9,25,428026012
6102,RP2,P,1010,5,9,28,37962821
55914,ERBB2IP,P,641,5,9,24,19828635.78
4218,RAB8A,P,2176,5,9,37,783989243.3
9213,XPR1,NA,NA,5,8.5,13,15015237.18
115650,TNFRSF13C,NA,NA,5,8.5,NA,NA
124583,CANT1,P,578,5,8.5,20,36215022.75
774,CACNA1B,NA,NA,5,8.5,NA,NA
56172,ANKH,NA,NA,5,8.5,10,31134410.98
55784,MCTP2,NA,NA,5,8.5,NA,NA
10211,FLOT1,P,2256,5,8.5,47,79544528
57655,GRAMD1A,NA,NA,5,8.5,NA,19637371.42
57720,GPR107,NA,NA,5,8.5,11,NA
89872,AQP10,NA,NA,5,8.5,NA,NA
388,RHOB,P,2925,5,8,35,458455919
8473,OGT,P,157,5,8,8,30422337.08
7408,VASP,P,1369,5,8,35,106964657.7
6280,S100A9,P,2650,5,8,20,74546665
375,ARF1,NA,NA,5,8,40,511057272.3
2357,FPR1,NA,NA,5,8,NA,NA
7402,UTRN,P,1340,5,8,26,15413979.38
2011,MARK2,NA,NA,5,8,20,NA
10060,ABCC9,NA,NA,5,8,NA,NA
9368,SLC9A3R1,P,2523,5,8,29,42769671.81
5318,PKP2,P,2485,5,8,27,89632495.44
4160,MC4R,NA,NA,5,8,NA,NA
9351,SLC9A3R2,P,2664,5,8,23,37408707.13
11252,PACSIN2,P,2960,5,8,30,43343219.4
3500,IGHG1,NA,NA,5,8,1,1168068399
55824,PAG1,P,1025,5,7.5,9,54227968.25
5058,PAK1,P,1819,5,7.5,20,27376334.44
55504,TNFRSF19,NA,NA,5,7.5,NA,NA
6581,SLC22A3,NA,NA,5,7.5,NA,NA
4050,LTB,NA,NA,5,7.5,NA,NA
79659,DYNC2H1,NA,NA,5,7.5,12,NA
83959,SLC4A11,NA,NA,5,7.5,16,NA
158038,LINGO2,NA,NA,5,7.5,NA,NA
9414,TJP2,P,2471,5,7.5,38,17811207.15
146664,MGAT5B,NA,NA,5,7.5,NA,NA
255057,C19orf26,NA,NA,5,7.5,NA,NA
84197,POMK,NA,NA,5,7.5,NA,NA
81031,SLC2A10,NA,NA,5,7.5,NA,4645614.25
7348,UPK1B,NA,NA,5,7.5,8,NA
55238,SLC38A7,NA,NA,5,7.5,NA,NA
944,TNFSF8,NA,NA,5,7.5,NA,NA
1184,CLCN5,NA,NA,5,7.5,12,NA
